21:02:50 | INFO | market_lense.logging_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:50.883663+00:00", "module": "market_lense.logging_service", "role": "service", "event": "logging_setup_complete", "fields": {"level": 20, "log_dir": "logs", "log_path": "logs\\market_lense_2026-05-19.log", "use_rich": false}}
21:02:50 | INFO | market_lense.ingest_orchestrator | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "ingest_db_access", "span_id": "c6258bcb-07f4-4515-b683-477b0a18134d", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:02:50.928671+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "ingest_db_access_start", "fields": {"state_db": "./state/index.sqlite", "reports_db": "./state/reports.sqlite"}}
21:02:50 | INFO | market_lense.state_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "ingest_db_access", "span_id": "c6258bcb-07f4-4515-b683-477b0a18134d", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:02:50.928871+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_db_access_start", "fields": {"state_db": "./state/index.sqlite", "timeout_seconds": 0.0}}
21:02:50 | INFO | market_lense.state_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "ingest_db_access", "span_id": "c6258bcb-07f4-4515-b683-477b0a18134d", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:02:50.929025+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_db_access_config", "fields": {"timeout_seconds": 0.0}}
21:02:50 | INFO | market_lense.state_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "ingest_db_access", "span_id": "c6258bcb-07f4-4515-b683-477b0a18134d", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:02:50.931692+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_db_access_probe", "fields": {"state_db": "./state/index.sqlite"}}
21:02:50 | INFO | market_lense.state_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "ingest_db_access", "span_id": "c6258bcb-07f4-4515-b683-477b0a18134d", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:02:50.932906+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_db_access_complete", "fields": {"state_db": "./state/index.sqlite", "accessible": true, "locked": false, "message": ""}}
21:02:50 | INFO | market_lense.report_store_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "ingest_db_access", "span_id": "c6258bcb-07f4-4515-b683-477b0a18134d", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:02:50.933144+00:00", "module": "market_lense.report_store_service", "role": "service", "event": "report_db_access_start", "fields": {"db_path": "./state/reports.sqlite", "timeout_seconds": 0.0}}
21:02:50 | INFO | market_lense.report_store_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "ingest_db_access", "span_id": "c6258bcb-07f4-4515-b683-477b0a18134d", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:02:50.933243+00:00", "module": "market_lense.report_store_service", "role": "service", "event": "report_db_access_config", "fields": {"timeout_seconds": 0.0}}
21:02:50 | INFO | market_lense.report_store_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "ingest_db_access", "span_id": "c6258bcb-07f4-4515-b683-477b0a18134d", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:02:50.937002+00:00", "module": "market_lense.report_store_service", "role": "service", "event": "report_db_access_probe", "fields": {"db_path": "./state/reports.sqlite"}}
21:02:50 | INFO | market_lense.report_store_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "ingest_db_access", "span_id": "c6258bcb-07f4-4515-b683-477b0a18134d", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:02:50.938579+00:00", "module": "market_lense.report_store_service", "role": "service", "event": "report_db_access_complete", "fields": {"db_path": "./state/reports.sqlite", "accessible": true, "locked": false, "message": ""}}
21:02:50 | INFO | market_lense.ingest_orchestrator | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "ingest_db_access", "span_id": "c6258bcb-07f4-4515-b683-477b0a18134d", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:02:50.938816+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "ingest_db_access_complete", "fields": {"state_db": "./state/index.sqlite", "reports_db": "./state/reports.sqlite"}}
21:02:50 | INFO | market_lense.ingest_orchestrator | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:50.938919+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "ingest_start", "fields": {"folder_id": "1keLtJQo8ImDy2OLT8YceEX0475skcDvt", "limit": 1}}
21:02:50 | INFO | market_lense.ingest_orchestrator | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:50.939145+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "ingest_modified_after_ignored", "fields": {"reason": "limit_override", "limit": 1}}
21:02:50 | INFO | market_lense.drive_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:50.939247+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_start", "fields": {"folder_id": "1keLtJQo8ImDy2OLT8YceEX0475skcDvt", "page_size": 1, "order_by": "modifiedTime desc", "modified_after": "", "list_mode": "metadata", "supports_all_drives": true, "include_items_from_all_drives": true, "drive_id": "", "auth_mode": "oauth_user"}}
21:02:50 | INFO | market_lense.drive_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:50.950337+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_client_created", "fields": {"auth_mode": "oauth_user", "credential_path": "C:\\Programing\\Market lense\\google_oauth_token.json", "thread_id": 18504, "expired_evictions": 0, "max_entry_evictions": 0, "cache_size": 1}}
21:02:51 | INFO | market_lense.drive_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:51.722852+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_page_loaded", "fields": {"folder_id": "1keLtJQo8ImDy2OLT8YceEX0475skcDvt", "page_index": 1, "page_token": "", "page_file_count": 0, "has_next_page": false}}
21:02:51 | INFO | market_lense.drive_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:51.723071+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_folder_scope_resolved", "fields": {"root_folder_id": "1keLtJQo8ImDy2OLT8YceEX0475skcDvt", "folder_count": 1, "expired_evictions": 0, "max_entry_evictions": 0, "cache_size": 1}}
21:02:52 | INFO | market_lense.drive_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.188669+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_page_loaded", "fields": {"folder_id": "1keLtJQo8ImDy2OLT8YceEX0475skcDvt", "page_index": 1, "page_token": "", "page_file_count": 1, "has_next_page": true}}
21:02:52 | INFO | market_lense.drive_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.566721+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_page_loaded", "fields": {"folder_id": "1keLtJQo8ImDy2OLT8YceEX0475skcDvt", "page_index": 2, "page_token": "~!!~AI9FV7QmbJIW4KezpTclTVNJeli0D4QV8NcPz1oT1efKWFQq_kD8N7bqlcqTNmP01tvoEd9NsqSKNUGmonzvDabLDFfJxIhAMZY1y5zrPtLOQTJ9IbNeev0Qrd6d0JJk-IELHpl3_0ofmjHJVVLg9vUefvuktcmsCqLffJVSOUWCOqrF-caiLQ5rjUk3tNM-BvE0WS_CoQb8Dq_rIPV86x4j8rhlj8JqrLNEXXUO9P2bxYUwz_uYBF0wkJ17QEe8hU1ECwEFnR3Uv585QcUSNm43Xb_bq2XZMl-BgWl8yy84vr02gUQLFN_1xkTBR_ioedgl179EjERXFZnPjKuJadR1H_DIfSSDQ6i8we0AcqZA0Qel8fgv010n_Ssylk5UZBn0ozmBGhmt", "page_file_count": 1, "has_next_page": false}}
21:02:52 | INFO | market_lense.drive_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.567142+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_complete", "fields": {"count": 2, "partial": false}}
21:02:52 | INFO | market_lense.state_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.567234+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_check_batch_start", "fields": {"state_db": "./state/index.sqlite", "requested": 2}}
21:02:52 | INFO | market_lense.sqlite_migration_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.570606+00:00", "module": "market_lense.sqlite_migration_service", "role": "service", "event": "sqlite_migration_ledger_start", "fields": {"database_key": "state_db", "db_path": "./state/index.sqlite", "current_version": 5, "target_version": 5, "pending_migration_ids": []}}
21:02:52 | INFO | market_lense.sqlite_migration_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.570871+00:00", "module": "market_lense.sqlite_migration_service", "role": "service", "event": "sqlite_migration_ledger_complete", "fields": {"database_key": "state_db", "db_path": "./state/index.sqlite", "current_version": 5, "applied_migration_ids": []}}
21:02:52 | INFO | market_lense.state_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.572283+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_check_batch_complete", "fields": {"state_db": "./state/index.sqlite", "checked": 2, "matched": 2}}
21:02:52 | INFO | market_lense.state_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.572514+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_get_start", "fields": {"file_id": "19AhAOR9_LLHyvKvzvT6ac7sFGQZEYNLk"}}
21:02:52 | INFO | market_lense.sqlite_migration_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.575276+00:00", "module": "market_lense.sqlite_migration_service", "role": "service", "event": "sqlite_migration_ledger_start", "fields": {"database_key": "state_db", "db_path": "./state/index.sqlite", "current_version": 5, "target_version": 5, "pending_migration_ids": []}}
21:02:52 | INFO | market_lense.sqlite_migration_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.575528+00:00", "module": "market_lense.sqlite_migration_service", "role": "service", "event": "sqlite_migration_ledger_complete", "fields": {"database_key": "state_db", "db_path": "./state/index.sqlite", "current_version": 5, "applied_migration_ids": []}}
21:02:52 | INFO | market_lense.state_service | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.577225+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_get_complete", "fields": {"file_id": "19AhAOR9_LLHyvKvzvT6ac7sFGQZEYNLk", "found": true}}
21:02:52 | INFO | market_lense.ingest_orchestrator | {"run_id": "2216c815-912f-42b6-a44d-23508243b0a6", "task_id": "cli_ingest", "span_id": "75465656-28b0-4a88-b70c-c16afbec2d83", "trace_id": "0058bd5d-c72d-43d5-b849-857e68d87c07", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:02:52.577484+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "processed_state_doc_map_retry_selected", "fields": {"file_id": "19AhAOR9_LLHyvKvzvT6ac7sFGQZEYNLk", "md5": "fa1249e68d5b6f642066079cb70ffb24", "last_error": "doc_map_empty:no_content", "text_validation_status": "pass"}}
