21:28:40 | INFO | market_lense.logging_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:40.560284+00:00", "module": "market_lense.logging_service", "role": "service", "event": "logging_setup_complete", "fields": {"level": 20, "log_dir": "logs", "log_path": "logs\\market_lense_2026-05-19.log", "use_rich": false}}
21:28:40 | INFO | market_lense.ingest_orchestrator | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "ingest_db_access", "span_id": "b944d472-b283-4a97-9964-9d53df6fcee8", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:28:40.602556+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "ingest_db_access_start", "fields": {"state_db": "./state/index.sqlite", "reports_db": "./state/reports.sqlite"}}
21:28:40 | INFO | market_lense.state_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "ingest_db_access", "span_id": "b944d472-b283-4a97-9964-9d53df6fcee8", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:28:40.602664+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_db_access_start", "fields": {"state_db": "./state/index.sqlite", "timeout_seconds": 0.0}}
21:28:40 | INFO | market_lense.state_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "ingest_db_access", "span_id": "b944d472-b283-4a97-9964-9d53df6fcee8", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:28:40.602864+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_db_access_config", "fields": {"timeout_seconds": 0.0}}
21:28:40 | INFO | market_lense.state_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "ingest_db_access", "span_id": "b944d472-b283-4a97-9964-9d53df6fcee8", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:28:40.606054+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_db_access_probe", "fields": {"state_db": "./state/index.sqlite"}}
21:28:40 | INFO | market_lense.state_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "ingest_db_access", "span_id": "b944d472-b283-4a97-9964-9d53df6fcee8", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:28:40.607425+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_db_access_complete", "fields": {"state_db": "./state/index.sqlite", "accessible": true, "locked": false, "message": ""}}
21:28:40 | INFO | market_lense.report_store_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "ingest_db_access", "span_id": "b944d472-b283-4a97-9964-9d53df6fcee8", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:28:40.607657+00:00", "module": "market_lense.report_store_service", "role": "service", "event": "report_db_access_start", "fields": {"db_path": "./state/reports.sqlite", "timeout_seconds": 0.0}}
21:28:40 | INFO | market_lense.report_store_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "ingest_db_access", "span_id": "b944d472-b283-4a97-9964-9d53df6fcee8", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:28:40.607748+00:00", "module": "market_lense.report_store_service", "role": "service", "event": "report_db_access_config", "fields": {"timeout_seconds": 0.0}}
21:28:40 | INFO | market_lense.report_store_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "ingest_db_access", "span_id": "b944d472-b283-4a97-9964-9d53df6fcee8", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:28:40.610313+00:00", "module": "market_lense.report_store_service", "role": "service", "event": "report_db_access_probe", "fields": {"db_path": "./state/reports.sqlite"}}
21:28:40 | INFO | market_lense.report_store_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "ingest_db_access", "span_id": "b944d472-b283-4a97-9964-9d53df6fcee8", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:28:40.611803+00:00", "module": "market_lense.report_store_service", "role": "service", "event": "report_db_access_complete", "fields": {"db_path": "./state/reports.sqlite", "accessible": true, "locked": false, "message": ""}}
21:28:40 | INFO | market_lense.ingest_orchestrator | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "ingest_db_access", "span_id": "b944d472-b283-4a97-9964-9d53df6fcee8", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "span_name": "ingest_db_access", "span_depth": 1, "timestamp_utc": "2026-05-19T19:28:40.612054+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "ingest_db_access_complete", "fields": {"state_db": "./state/index.sqlite", "reports_db": "./state/reports.sqlite"}}
21:28:40 | INFO | market_lense.ingest_orchestrator | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:40.612163+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "ingest_start", "fields": {"folder_id": "1y40mG7v6fREw4265vUVM-01PUV2UXtCn", "limit": 1}}
21:28:40 | INFO | market_lense.ingest_orchestrator | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:40.612241+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "ingest_modified_after_ignored", "fields": {"reason": "limit_override", "limit": 1}}
21:28:40 | INFO | market_lense.drive_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:40.612336+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_start", "fields": {"folder_id": "1y40mG7v6fREw4265vUVM-01PUV2UXtCn", "page_size": 1, "order_by": "modifiedTime desc", "modified_after": "", "list_mode": "metadata", "supports_all_drives": true, "include_items_from_all_drives": true, "drive_id": "", "auth_mode": "oauth_user"}}
21:28:41 | INFO | market_lense.drive_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:41.046693+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_oauth_token_refreshed", "fields": {"oauth_token_path": "C:\\Programing\\Market lense\\google_oauth_token.json"}}
21:28:41 | INFO | market_lense.drive_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:41.050510+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_client_created", "fields": {"auth_mode": "oauth_user", "credential_path": "C:\\Programing\\Market lense\\google_oauth_token.json", "thread_id": 22760, "expired_evictions": 0, "max_entry_evictions": 0, "cache_size": 1}}
21:28:41 | INFO | market_lense.drive_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:41.859346+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_page_loaded", "fields": {"folder_id": "1y40mG7v6fREw4265vUVM-01PUV2UXtCn", "page_index": 1, "page_token": "", "page_file_count": 0, "has_next_page": false}}
21:28:41 | INFO | market_lense.drive_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:41.859785+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_folder_scope_resolved", "fields": {"root_folder_id": "1y40mG7v6fREw4265vUVM-01PUV2UXtCn", "folder_count": 1, "expired_evictions": 0, "max_entry_evictions": 0, "cache_size": 1}}
21:28:42 | INFO | market_lense.drive_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.178510+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_page_loaded", "fields": {"folder_id": "1y40mG7v6fREw4265vUVM-01PUV2UXtCn", "page_index": 1, "page_token": "", "page_file_count": 1, "has_next_page": true}}
21:28:42 | INFO | market_lense.drive_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.635068+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_page_loaded", "fields": {"folder_id": "1y40mG7v6fREw4265vUVM-01PUV2UXtCn", "page_index": 2, "page_token": "~!!~AI9FV7Tc_h9o8eXtOPFlwykEXV6TXexbKjcLZmuViEH5jC2O3m-g-D1kySmo8VZf6j9ct5VGdAK_e_TyiSCu9lK_JIAdQN2OE5Dwb8plIgQZnE9Nb6KTQKG687_R0nzaYvcvUUtclOrJr_roBcqUHmKRGw5n0GjoxgzGZQSRuW1OdiiKshOhxHmgW-rJlG9hGQp-dd0rBx2YUsfl43IJctlL5tXuwWI2VGPhJnX0EISQNX3ohhnkP4GFWQVmgnG-4ekcwMxwka4ROrVErFDY1R_nQ4lJOBfJsO1lDd6bjDCPMHTnMb0RLgiFmMyGWvSlRTouaN_EajjKS9Zo_X5xvz1Kxls_uwXrXH6qMMwBnEzx8FN35U2M3yM=", "page_file_count": 1, "has_next_page": true}}
21:28:42 | INFO | market_lense.drive_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.965754+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_page_loaded", "fields": {"folder_id": "1y40mG7v6fREw4265vUVM-01PUV2UXtCn", "page_index": 3, "page_token": "~!!~AI9FV7Tc_h9o8eXtOPFlwykEXV6TVusuQvZCrfIMSle4rg-ZZE9-BCFFbyvFJfk2pUe7uO8-whhlQ2qDx291FTTUKztEtZ39JyWRf4ChrSClfBhz3_Tdv6Yyoxp0Zo0ju7KpAy4-6ICWDPCPsYsUy6lY9keiU040RELv4W6DZQnF3hTFMicJNMH8mV-botWGe9Cj8T9jZNMA4LVRNlgMsbNbNfQvJK7F9Pys81UVWf9MMsjOEs3BHbD364M2MrM3AIPB9Ji-2Ki29DFkxwAWpfiE3HhGP1r0VS5dyCroA_8Mhn-VSRTBahsLjjpJ2mxWpppOFQzWHbgaWKuVVoQaFt99dzc3NQBOzZilWciLm9rLNgjx7ITIKaw=", "page_file_count": 1, "has_next_page": false}}
21:28:42 | INFO | market_lense.drive_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.966277+00:00", "module": "market_lense.drive_service", "role": "service", "event": "drive_list_complete", "fields": {"count": 3, "partial": false}}
21:28:42 | INFO | market_lense.state_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.966417+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_check_batch_start", "fields": {"state_db": "./state/index.sqlite", "requested": 3}}
21:28:42 | INFO | market_lense.sqlite_migration_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.969591+00:00", "module": "market_lense.sqlite_migration_service", "role": "service", "event": "sqlite_migration_ledger_start", "fields": {"database_key": "state_db", "db_path": "./state/index.sqlite", "current_version": 5, "target_version": 5, "pending_migration_ids": []}}
21:28:42 | INFO | market_lense.sqlite_migration_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.970046+00:00", "module": "market_lense.sqlite_migration_service", "role": "service", "event": "sqlite_migration_ledger_complete", "fields": {"database_key": "state_db", "db_path": "./state/index.sqlite", "current_version": 5, "applied_migration_ids": []}}
21:28:42 | INFO | market_lense.state_service | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.972027+00:00", "module": "market_lense.state_service", "role": "service", "event": "state_check_batch_complete", "fields": {"state_db": "./state/index.sqlite", "checked": 3, "matched": 0}}
21:28:42 | INFO | market_lense.ingest_orchestrator | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.972469+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "drive_list_state_batch_checked", "fields": {"checked": 3, "matched": 0, "skipped": 0, "retryable_matches": 0}}
21:28:42 | INFO | market_lense.ingest_orchestrator | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.972618+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "drive_list_materialized", "fields": {"count": 1, "limit": 1}}
21:28:42 | INFO | market_lense.ingest_orchestrator | {"run_id": "b3ea9d49-195e-451c-815d-1741cbb57eac", "task_id": "cli_ingest", "span_id": "ac373845-c726-4c71-ab1d-60093d978e66", "trace_id": "586cb16c-612b-4219-8076-5ca804bc0df0", "parent_span_id": "", "span_name": "cli_ingest", "span_depth": 0, "timestamp_utc": "2026-05-19T19:28:42.972703+00:00", "module": "market_lense.ingest_orchestrator", "role": "orchestrator", "event": "ingest_worker_config", "fields": {"worker_limit": 2, "file_count": 1}}
